"","Estimate","Std. Error"
"log_qT",-5.125990557556,0.783203799278487
"log_qT",-5.14942008938816,0.811184205092934
"log_qT",-5.26499962676323,0.848036572730329
"log_qT",-5.34137113777173,0.885484324200316
"log_qT",-5.02989034205086,1.70347145990701
"log_qT",-4.91919545268832,1.66297426149839
"log_qT",-4.90573067736839,1.62456442427894
"log_qT",-4.97842198532599,1.58446165552056
"log_qT",-5.04081645760784,1.54586803834045
"log_qT",-4.94956067477808,1.50889170752427
"log_qT",-4.9358641733667,1.4750279112401
"log_qT",-4.91890785571175,1.44479915148119
"log_qT",-4.87515187327043,1.41692839504341
"log_qT",-4.89975342109042,1.38879047895008
"log_qT",-4.96791452955445,1.36001717041745
"log_qT",-5.06791972151183,1.33190214061115
"log_qT",-5.11551172875222,1.30671259266285
"log_qT",-5.11026059891148,1.28101371771787
"log_qT",-5.16646037468195,1.25381893456359
"log_qT",-5.2851061860977,1.23004973172566
"log_qT",-5.34287700550988,1.207446858899
"log_qT",-5.29328095511204,1.17093580880779
"log_qT",-5.04552686926794,1.12457011680258
"log_qT",-4.979144526231,1.09340767623144
"log_qT",-4.98044219281364,1.0693989543239
"log_qT",-5.10940948070354,1.05307151771011
"log_qT",-5.35797332912925,1.02078025745413
"log_qT",-5.50593451453692,0.980447230861129
"log_qT",-5.56769808245121,0.95229111386359
"log_qT",-5.45271061263685,0.932086024900391
"log_qT",-5.41953581440827,0.936936947806168
"log_qT",-5.48521805749801,0.956491168968031
"log_qT",-5.71379334895245,0.984200005266152
"log_qT",-5.69840056210996,1.00287179129775
"log_qT",-5.78182337497891,1.03038142996069
"log_qT",-5.8533936142664,1.06126128425859
"log_qT",-4.79640937318168,1.86202180463178
"log_qT",-4.70191223711235,1.82490519972607
"log_qT",-4.69041773440426,1.78924312027196
"log_qT",-4.752472274218,1.7521593614368
"log_qT",-4.8057366929382,1.71595912376728
"log_qT",-4.72783417930964,1.68074881474485
"log_qT",-4.71604903707618,1.64777692931474
"log_qT",-4.70142348223557,1.6175620250168
"log_qT",-4.66386523585204,1.58922119169596
"log_qT",-4.68458320063722,1.56075647402583
"log_qT",-4.7424562010978,1.531931213167
"log_qT",-4.82745704468917,1.50375002079069
"log_qT",-4.8676659687915,1.47805101584243
"log_qT",-4.86271933309709,1.45161987009852
"log_qT",-4.91020919928794,1.4238047244275
"log_qT",-5.01098182963082,1.39847032829059
"log_qT",-5.05968483130599,1.3730886865631
"log_qT",-5.01610824918993,1.33525293306602
"log_qT",-4.80302388883632,1.28894742185006
"log_qT",-4.74296613806918,1.25298412236624
"log_qT",-4.73827839615272,1.22310456586643
"log_qT",-4.85668720796834,1.20211852147289
"log_qT",-5.08553381393629,1.16793817297171
"log_qT",-5.2202758632784,1.12750711536004
"log_qT",-5.27753256638796,1.09845103809117
"log_qT",-5.17723608437131,1.07484961486458
"log_qT",-5.13709390770202,1.07398541762365
"log_qT",-5.15112666617386,1.0844612885966
"log_qT",-5.32719769556191,1.10625591072609
"log_qT",-5.29169316432105,1.11906033416111
"log_qT",-5.37051163872271,1.14196060808612
"log_qT",-5.44608677211956,1.16912269536164
"log_qT",-5.81449358988142,2.12551048480602
"log_qT",-5.73382402350191,2.09329885389617
"log_qT",-5.72401148750579,2.06187751906775
"log_qT",-5.77698571537003,2.02908695523149
"log_qT",-5.82245606230693,1.99683080829965
"log_qT",-5.75595286172655,1.9657908611555
"log_qT",-5.74589221488327,1.93612679933501
"log_qT",-5.73339026942403,1.908714949737
"log_qT",-5.70128336031718,1.88308699883642
"log_qT",-5.71887644591924,1.85743679728799
"log_qT",-5.76816622521854,1.83168464826354
"log_qT",-5.84056777529783,1.80663109661857
"log_qT",-5.87468664986768,1.78410875528854
"log_qT",-5.87021510868327,1.76151110930579
"log_qT",-5.91048873228537,1.73755600786712
"log_qT",-5.99623538050168,1.71568564379667
"log_qT",-6.03750278723842,1.69348818996809
"log_qT",-5.99991463633944,1.6605961377898
"log_qT",-5.8175719187194,1.62116694770816
"log_qT",-5.76561272731559,1.58828512408236
"log_qT",-5.76036895788197,1.55683478307568
"log_qT",-5.86502644809845,1.52628099173678
"log_qT",-6.06700596005844,1.48281579344331
"log_qT",-6.18612318767747,1.43169709644653
"log_qT",-6.23731179260413,1.38659556681204
"log_qT",-6.15088705179059,1.34409122805239
"log_qT",-6.10648294117576,1.31768680006076
"log_qT",-6.08909398851207,1.30144113654122
"log_qT",-6.2137066421864,1.30063781424712
"log_qT",-6.16088914236145,1.29818850896441
"log_qT",-6.22822621543398,1.30810671429591
"log_qT",-6.30203736476594,1.32558609323702
"log_qG",-4.74323258047724,0.526496081386934
"log_qG",-4.81485444448843,0.492534744057901
"log_qG",-4.82332343675965,0.473843080432959
"log_qG",-4.79271247003944,0.449493639496627
"log_qG",-4.83982045423261,0.393883924978988
"log_qG",-4.85561930569895,0.354403832083348
"log_qG",-4.99385701429629,0.319792822173784
"log_qG",-5.14426451851876,0.314343780536641
"log_qG",-5.38357064777193,0.323269338150762
"log_qG",-5.58406844567016,0.32597470829265
"log_qG",-6.04028827782587,0.333377759375088
"log_qG",-6.53686005221162,0.355968655033978
"log_qG",-7.01942845697913,0.390603230123869
"log_qG",-7.41945991823665,0.429885307099801
"log_qG",-7.80122735955782,0.475553349396358
"log_qG",-7.95882834089349,0.50227072937158
"log_qG",-8.21962618552391,0.535132833576436
"log_qG",-8.46464751433304,0.566825897561305
"log_qG",-8.56611241901465,0.580458842384123
"log_qG",-8.67501392103142,0.59066327158473
"log_qG",-8.76682831829051,0.604953453472408
"log_qG",-8.92259639705755,0.629832179176003
"log_qG",-8.85190524193935,0.634604814368856
"log_qG",-8.73858039214674,0.639075773392213
"log_qG",-8.59819057558983,0.644595677301744
"log_qG",-8.40237734615432,0.650075763701746
"log_qG",-8.19528226172,0.663395504188955
"log_qG",-8.23619444448207,0.700466894080135
"log_qG",-8.25435823293099,0.741118993240834
"log_qG",-8.38101007122542,0.784847598970861
"log_qG",-8.41456640707202,0.825629706334697
"log_qG",-8.61701784872653,0.879698766688608
"log_qG",-3.03227216732634,0.357270824711861
"log_qG",-3.11135311097095,0.323813764153818
"log_qG",-3.12477528494856,0.320323576955256
"log_qG",-3.09072635337804,0.325728208213204
"log_qG",-3.1381294759042,0.293952550559665
"log_qG",-3.15679533133918,0.257885156187319
"log_qG",-3.2746423889305,0.233511301818969
"log_qG",-3.43521785230336,0.218724230945008
"log_qG",-3.63384465645074,0.238845121658796
"log_qG",-3.78603482815611,0.255468921145116
"log_qG",-4.25324049925338,0.246077463033045
"log_qG",-4.76884640868475,0.262312886931871
"log_qG",-5.24430942939629,0.289931609133709
"log_qG",-5.64951565896313,0.321501863373629
"log_qG",-6.04961873836209,0.361598059745137
"log_qG",-6.20029910946227,0.385767641541795
"log_qG",-6.47012784968158,0.412701606172523
"log_qG",-6.72558644466871,0.437236852898444
"log_qG",-6.81910989192237,0.445761000901082
"log_qG",-6.92254107970989,0.44872252687102
"log_qG",-7.01114591905252,0.454805688231316
"log_qG",-7.17525489546499,0.467351101161317
"log_qG",-7.08261543340242,0.464963014046949
"log_qG",-6.94212956106421,0.461773814238764
"log_qG",-6.77197024478234,0.461878993346123
"log_qG",-6.53928118514738,0.464008712256598
"log_qG",-6.29382294500755,0.479305040244042
"log_qG",-6.33727646420324,0.521029884926425
"log_qG",-6.35983484683061,0.569620636451604
"log_qG",-6.50816446192715,0.6175508357654
"log_qG",-6.54134559070628,0.662998810941867
"log_qG",-6.76839587796079,0.718447502723785
"log_qG",-2.39167483181428,0.358555950742797
"log_qG",-2.47721751423214,0.314383440113647
"log_qG",-2.51417680204676,0.295168514404981
"log_qG",-2.51644011015708,0.294494409585543
"log_qG",-2.57962489077635,0.287753090691209
"log_qG",-2.60814590972292,0.265257352592189
"log_qG",-2.6949946479619,0.238022850295487
"log_qG",-2.8044982262817,0.229336750925556
"log_qG",-2.88989148502745,0.230919529020122
"log_qG",-2.90448671377654,0.24760575257308
"log_qG",-3.26946186188333,0.248889226759381
"log_qG",-3.65794736703758,0.244896482466849
"log_qG",-4.0386438757322,0.258973979314109
"log_qG",-4.39659595638914,0.279377669115972
"log_qG",-4.75621841424595,0.307634418604644
"log_qG",-4.87136606754255,0.326284968195648
"log_qG",-5.12541568585157,0.347347704451529
"log_qG",-5.3797878475,0.367403355805182
"log_qG",-5.45694931971817,0.372872540127169
"log_qG",-5.5485052579393,0.371886184971489
"log_qG",-5.6401712824683,0.373746093998321
"log_qG",-5.83280508335642,0.379864638599616
"log_qG",-5.74238916313378,0.373627247678406
"log_qG",-5.60326176192039,0.36789230150713
"log_qG",-5.43361082811479,0.367364805554716
"log_qG",-5.19511278081958,0.37100248638235
"log_qG",-4.9421076606698,0.393518064571802
"log_qG",-4.99353847759851,0.44207289538368
"log_qG",-5.03221627295473,0.496426486000012
"log_qG",-5.21922433463239,0.548467323883444
"log_qG",-5.25075303027479,0.59419924042345
"log_qG",-5.49541424412718,0.648342798062423
"log_qG",-2.22592102779203,0.445069137647202
"log_qG",-2.3168931364428,0.38933374501496
"log_qG",-2.3522722353651,0.361024172116347
"log_qG",-2.36504927917343,0.342355467482849
"log_qG",-2.42759035457409,0.339330989563135
"log_qG",-2.44853312506347,0.321633953212781
"log_qG",-2.49188228627343,0.299665692740659
"log_qG",-2.53582598828678,0.282335374461421
"log_qG",-2.55102411912891,0.271970262482345
"log_qG",-2.49087646629552,0.27201541644105
"log_qG",-2.76432485736228,0.27236214957265
"log_qG",-3.04836190641197,0.269987142976325
"log_qG",-3.25857893277775,0.273342752739145
"log_qG",-3.56011589774995,0.280591925004709
"log_qG",-3.80891662549489,0.300352796019898
"log_qG",-3.8698570338414,0.315002719810563
"log_qG",-4.08394884178036,0.330092590336721
"log_qG",-4.31922308154787,0.343624914756615
"log_qG",-4.37615119676435,0.345011471486802
"log_qG",-4.4447629274865,0.339633193265673
"log_qG",-4.55033692891088,0.338276844735283
"log_qG",-4.79053041391538,0.339664203957503
"log_qG",-4.74786362557734,0.329206961150569
"log_qG",-4.67115433222455,0.322323526598217
"log_qG",-4.56497171813161,0.322096263458062
"log_qG",-4.38518472170202,0.328588265864861
"log_qG",-4.19419231184531,0.353233291742056
"log_qG",-4.2513943200167,0.41096397727692
"log_qG",-4.31211084928985,0.471193584781038
"log_qG",-4.55103980084248,0.527093388339984
"log_qG",-4.59523596880871,0.572668972913169
"log_qG",-4.84839526843477,0.62621667154348
"log_qG",-2.33195833913154,0.556925267414307
"log_qG",-2.418598771296,0.50136134160342
"log_qG",-2.45040393099883,0.469404783218282
"log_qG",-2.46127325694564,0.447445245113238
"log_qG",-2.51809926347643,0.431630681675004
"log_qG",-2.52483333656804,0.416578959300425
"log_qG",-2.5362235956078,0.395694578543711
"log_qG",-2.53573127502206,0.381952503488765
"log_qG",-2.51384822961745,0.367091454174484
"log_qG",-2.41330337896401,0.361729248509993
"log_qG",-2.60774046269146,0.34927772946246
"log_qG",-2.80810360673042,0.33558897648222
"log_qG",-2.91879993469881,0.330063508544522
"log_qG",-3.13419586514219,0.331275409945239
"log_qG",-3.27762336151437,0.338514092419399
"log_qG",-3.27382999092892,0.349316103578636
"log_qG",-3.41678430884149,0.361260694139144
"log_qG",-3.60825724160353,0.367716671116184
"log_qG",-3.62609000987597,0.363243325429578
"log_qG",-3.65185476215467,0.353889889717362
"log_qG",-3.73995835933239,0.346172289989131
"log_qG",-3.99829389362539,0.340831229295641
"log_qG",-4.00071178723531,0.324664069474472
"log_qG",-4.00174291314711,0.312659869717771
"log_qG",-3.96409498411691,0.308957003566614
"log_qG",-3.85751095732505,0.317849367115504
"log_qG",-3.74875620391071,0.346438947645482
"log_qG",-3.81499728822749,0.4059876611136
"log_qG",-3.88234924035988,0.470451200018922
"log_qG",-4.168815135075,0.53054794417563
"log_qG",-4.22909983121323,0.576780485746091
"log_qG",-4.49168319871471,0.630099295143243
"log_qG",-2.30861418355745,0.672834561908998
"log_qG",-2.38584929869588,0.62134264883141
"log_qG",-2.41328626625525,0.587838206203919
"log_qG",-2.42056918732748,0.565191346679023
"log_qG",-2.46734428300327,0.54518919956352
"log_qG",-2.46608996439953,0.52524233895438
"log_qG",-2.46045032999547,0.507082097834749
"log_qG",-2.44228353750552,0.496097474601473
"log_qG",-2.40441243814323,0.484496062321869
"log_qG",-2.29520252224434,0.477828440816287
"log_qG",-2.44206106511422,0.462340533059672
"log_qG",-2.59193582112328,0.44333215730716
"log_qG",-2.65711813711721,0.428883945437975
"log_qG",-2.82720348012212,0.421612782715668
"log_qG",-2.93174727562336,0.423630144529033
"log_qG",-2.90262944503883,0.424079528492166
"log_qG",-2.9899735159773,0.430564189995573
"log_qG",-3.11285596151188,0.432223411480652
"log_qG",-3.08960726788339,0.420242762518947
"log_qG",-3.05564629028064,0.405852494108084
"log_qG",-3.0958740167612,0.392981746672878
"log_qG",-3.32117489668288,0.380808117075862
"log_qG",-3.33908498407116,0.359770513058649
"log_qG",-3.38295390451737,0.340553791131065
"log_qG",-3.38228705903928,0.32787370492866
"log_qG",-3.34511888224401,0.334934799636624
"log_qG",-3.33547624999255,0.36479818564604
"log_qG",-3.41556667357264,0.426500308173793
"log_qG",-3.47162285437243,0.48865828205497
"log_qG",-3.76335416768923,0.549970680572858
"log_qG",-3.81372894935012,0.596386850359614
"log_qG",-4.06713068118495,0.64936978965823
"log_qG",-2.39404343645161,0.82123541008901
"log_qG",-2.46162896044773,0.773602254896818
"log_qG",-2.48473219409918,0.739675121111199
"log_qG",-2.48983824292486,0.713474994116075
"log_qG",-2.52928359592902,0.687983283726382
"log_qG",-2.52437585270895,0.663939236737603
"log_qG",-2.51280413611485,0.641945885527724
"log_qG",-2.48322535867214,0.632886271064676
"log_qG",-2.43625782793338,0.623875125336482
"log_qG",-2.32813855228834,0.617975156079159
"log_qG",-2.44269122899034,0.602091044435438
"log_qG",-2.55800757937621,0.58540440425405
"log_qG",-2.59948900292725,0.572139982232103
"log_qG",-2.73578526238182,0.56234369880068
"log_qG",-2.81533111520791,0.558418988457046
"log_qG",-2.77521894519626,0.556105457256293
"log_qG",-2.83385414138675,0.554900463970856
"log_qG",-2.92947795978971,0.550716648766655
"log_qG",-2.89849094743982,0.53104749177349
"log_qG",-2.8482306530511,0.508818702988067
"log_qG",-2.87499328570084,0.489067464774844
"log_qG",-3.0930515453126,0.469781514818641
"log_qG",-3.1435420586241,0.442341005462233
"log_qG",-3.22395253583976,0.417986766157881
